student_id,graduation_year,branch,cgpa,class_10_percent,class_12_percent,internships,research_papers,major_project_domain,skills,outcome,company_name,company_type,sector,package_lpa,active_backlogs,eligible,registered,shortlisted,appeared,cleared,interviewed,offer_received,offer_accepted,joined_company,eligible_for_placements,registered_for_placements,appeared_for_test,cleared_test,internship_converted_to_ppo,is_repeat_recruiter,recruiter_visit_year,placement_status,company_tier
S15_00961,2015,IT,5.35,65.18,50.95,0,0,Mobile Apps,"React, Node.js, Python, Java",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00962,2015,BT,7.28,84.35,73.26,0,0,Data Analysis,"Data Analysis, SQL",Placed,Capgemini,service,Tech,4.73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00963,2015,CE,8.61,85.24,78.74,2,1,Solidworks Modeling,"Excel, STAAD Pro, Civil 3D, Project Management, AutoCAD",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00964,2015,BT,6.59,75.15,68.83,2,0,Clinical Analytics,"SQL, Python, Data Analysis, Tableau, Excel",Placed,Paytm,startup,Tech,6.64,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00965,2015,IT,7.17,80.13,71.75,1,0,Blockchain,"SQL, Python",Placed,Salesforce,product,Tech,14.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00966,2015,CE,6.71,79.62,76.06,1,0,Robotics,"Civil 3D, AutoCAD",Placed,Reliance,core,Core Engineering,11.08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00967,2015,IT,7.8,82.18,79.71,1,1,Cloud Computing,"Python, Docker, Node.js",Placed,Cisco,product,Tech,12.69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00968,2015,EE,7.13,84.2,73.24,1,0,Power Systems,"Python, Power Systems, Excel, C++, IoT",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,entrepreneurship,
S15_00969,2015,BT,6.64,78.3,72.75,1,0,Data Analysis,"Data Analysis, Excel",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00970,2015,CE,7.27,83.56,76.93,3,0,Project Management,"Project Management, AutoCAD, Excel, STAAD Pro, Revit",Placed,Siemens,core,Core Engineering,8.13,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00971,2015,ECE,7.55,75.57,70.15,0,0,Power Systems,"SQL, IoT, Python",Placed,HCL,service,Tech,3.87,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00972,2015,ECE,8.7,86.68,88.6,2,0,IoT,"VHDL, Embedded Systems, C++, SQL",Placed,PhonePe,startup,Tech,8.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00973,2015,CE,7.16,85.78,71.26,0,0,Solidworks Modeling,"Project Management, Civil 3D",Placed,Reliance,core,Core Engineering,7.89,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00974,2015,BT,7.63,75.54,77.14,0,0,Biotech Research,"SQL, Data Analysis, Excel, Bioinformatics, Tableau",Placed,BCG,consulting,Consulting,16.73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_1
S15_00975,2015,ECE,5.66,81.95,71.37,0,0,Hardware & VLSI,"VHDL, Python, MATLAB, SQL, Embedded Systems",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00976,2015,EE,6.7,74.08,69.68,1,0,Hardware & VLSI,"AutoCAD, Excel, MATLAB, C++",Placed,Reliance,core,Core Engineering,14.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00977,2015,CSE,7.24,76.17,79.65,1,0,Machine Learning,"SQL, Java",Placed,Oracle,product,Tech,14.42,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,placed,tier_2
S15_00978,2015,ECE,6.16,68.36,58.56,0,0,IoT,"C++, VHDL, MATLAB, Python",Placed,Meesho,startup,Tech,8.36,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00979,2015,BT,6.92,77.4,61.09,2,0,Clinical Analytics,"Data Analysis, Python, SQL, Bioinformatics, Tableau",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,unplaced,
S15_00980,2015,CSE,7.35,79.85,73.77,2,0,Mobile Apps,"SQL, Docker",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,entrepreneurship,
S15_00981,2015,BT,6.31,71.83,66.67,2,0,Bioinformatics,"Python, Tableau",Placed,PwC,consulting,Consulting,6.65,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00982,2015,IT,6.05,78.05,72.74,0,0,Mobile Apps,"Java, Node.js, JavaScript",Placed,Capgemini,service,Tech,4.46,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2015,placed,tier_3
S15_00983,2015,ECE,5.52,76.84,62.25,0,0,Power Systems,"VHDL, SQL, Python, C++, Embedded Systems",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00984,2015,CSE,9.07,92.61,85.0,3,0,Web Development,"AWS, Docker, SQL, Node.js, Python",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00985,2015,EE,5.45,71.83,58.74,1,0,Embedded Systems,"MATLAB, Excel, IoT, AutoCAD",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_00986,2015,EE,6.23,79.0,73.28,0,0,Robotics,"C++, Excel, AutoCAD, Power Systems",Unplaced,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,unplaced,
S15_00987,2015,ME,6.71,81.84,70.08,0,0,AutoCAD Design,"Solidworks, Ansys",Placed,Reliance,core,Core Engineering,9.27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00988,2015,IT,7.02,81.5,67.69,2,0,Cloud Computing,"Docker, React, Java",Placed,Accenture,consulting,Consulting,9.41,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2015,placed,tier_3
S15_00989,2015,BT,8.13,81.6,78.2,1,0,Bioinformatics,"Excel, Python, Bioinformatics",Placed,Wipro,service,Tech,4.09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2015,placed,tier_3
S15_00990,2015,ECE,8.51,88.39,86.44,0,1,Power Systems,"VHDL, Embedded Systems, MATLAB, IoT, SQL",Placed,Qualcomm,product,Tech,26.49,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_1
S15_00991,2015,EE,7.05,76.7,67.74,1,0,Embedded Systems,"MATLAB, Excel, IoT",Placed,GE,core,Core Engineering,6.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00992,2015,CE,8.24,90.27,87.2,2,0,Structural Engineering,"STAAD Pro, Revit, Civil 3D",Unplaced,,,,0.0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,,unplaced,
S15_00993,2015,BT,6.6,70.71,67.61,0,0,Data Analysis,"SQL, Python",Placed,Infosys,service,Tech,5.35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_3
S15_00994,2015,EE,7.31,81.77,68.59,2,0,Robotics,"Power Systems, MATLAB, C++, AutoCAD, IoT",Placed,Siemens,core,Core Engineering,8.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S15_00995,2015,ME,6.49,75.09,66.52,0,0,Solidworks Modeling,"MATLAB, Excel, Solidworks",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S15_00996,2015,ECE,8.51,90.96,86.99,1,3,Power Systems,"VHDL, IoT, Python, SQL, C++",Placed,Amazon,product,Tech,21.71,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_1
S15_00997,2015,CE,5.09,65.85,59.14,0,0,Solidworks Modeling,"STAAD Pro, Project Management, AutoCAD, Excel, Revit",Placed,Reliance,core,Core Engineering,8.77,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00998,2015,ECE,5.99,71.57,58.44,0,0,Embedded Systems,"C++, IoT, SQL",Placed,Wipro,service,Tech,3.85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2015,placed,tier_3
S15_00999,2015,BT,5.53,64.59,56.16,1,0,Bioinformatics,"Tableau, R, Excel, Bioinformatics, SQL",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S15_01000,2015,ME,7.23,84.19,70.56,2,0,Robotics,"Project Management, MATLAB, Python, Ansys, AutoCAD",Placed,ABB,core,Core Engineering,9.66,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2015,placed,tier_2
S16_01001,2016,EE,5.63,87.23,66.7,1,0,Hardware & VLSI,"C++, IoT, Excel, Power Systems",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01002,2016,EE,7.5,76.01,68.16,0,0,Embedded Systems,"Power Systems, AutoCAD, Excel, MATLAB",Placed,HCL,service,Tech,3.51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_3
S16_01003,2016,CE,7.44,82.43,72.5,1,0,Solidworks Modeling,"AutoCAD, Excel, STAAD Pro",Placed,Honeywell,core,Core Engineering,7.77,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01004,2016,CSE,7.74,88.24,76.93,1,0,Machine Learning,"React, Node.js, AWS, SQL",Placed,Amazon,product,Tech,36.15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_1
S16_01005,2016,CE,4.78,73.28,56.53,0,0,AutoCAD Design,"Civil 3D, Excel, Project Management",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01006,2016,CSE,7.03,89.72,73.69,1,0,Data Science,"SQL, Java, C++, AWS, Node.js",Placed,Accenture,consulting,Consulting,9.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01007,2016,ECE,6.82,78.51,70.96,2,0,Hardware & VLSI,"Embedded Systems, MATLAB, IoT, SQL, Python",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,entrepreneurship,
S16_01008,2016,CSE,6.72,66.35,62.76,0,0,Web Development,"SQL, Docker",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01009,2016,EE,6.87,75.58,73.7,1,0,Power Systems,"Python, IoT, Excel, AutoCAD, Power Systems",Unplaced,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,unplaced,
S16_01010,2016,CSE,8.12,91.75,77.83,2,0,Data Science,"React, Docker, Node.js, AWS",Placed,PwC,consulting,Consulting,10.07,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2016,placed,tier_2
S16_01011,2016,IT,5.42,78.36,64.55,0,0,Data Science,"Node.js, AWS",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01012,2016,CE,8.3,83.57,65.58,0,0,Project Management,"Revit, STAAD Pro, AutoCAD",Placed,L&T,core,Core Engineering,11.29,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01013,2016,BT,5.32,77.72,58.4,0,0,Bioinformatics,"Data Analysis, Excel",Higher Studies,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,higher_studies,
S16_01014,2016,CSE,9.08,89.4,84.53,2,0,Machine Learning,"React, TensorFlow, Python, AWS",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S16_01015,2016,ME,6.53,79.64,68.14,0,0,Robotics,"Solidworks, AutoCAD, MATLAB, Excel, Project Management",Placed,Meesho,startup,Tech,11.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01016,2016,ME,8.48,79.22,80.57,1,0,Project Management,"MATLAB, Ansys, AutoCAD, Solidworks, Project Management",Placed,Honeywell,core,Core Engineering,12.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2016,placed,tier_2
S16_01017,2016,ECE,7.88,85.85,79.81,2,2,Embedded Systems,"MATLAB, Python",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S16_01018,2016,CE,6.22,81.76,68.33,1,0,Structural Engineering,"Excel, Revit",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01019,2016,EE,5.16,70.62,53.4,1,0,Embedded Systems,"C++, IoT, Power Systems, Python",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01020,2016,ME,6.59,85.55,70.22,0,0,Project Management,"Project Management, Excel, Ansys, Solidworks, AutoCAD",Placed,Capgemini,service,Tech,5.38,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_3
S16_01021,2016,CE,6.89,74.85,70.58,0,0,Robotics,"Project Management, AutoCAD, Excel, Revit, Civil 3D",Placed,TCS,service,Tech,4.76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01022,2016,EE,5.79,86.79,66.79,0,0,Signal Processing,"AutoCAD, MATLAB, C++, IoT, Python",Placed,Accenture,consulting,Consulting,9.44,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01023,2016,BT,6.46,60.57,61.04,0,0,Biotech Research,"R, Bioinformatics, SQL",Placed,Cognizant,service,Tech,3.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01024,2016,ECE,7.02,72.98,62.69,0,0,Embedded Systems,"Embedded Systems, MATLAB, SQL, C++",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S16_01025,2016,IT,8.69,96.27,86.05,3,0,Data Science,"Python, React, SQL, Node.js, AWS",Placed,Qualcomm,product,Tech,25.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016,placed,tier_1
S16_01026,2016,ECE,7.36,77.38,72.08,2,0,Robotics,"Python, Embedded Systems, MATLAB, SQL",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01027,2016,BT,5.57,72.22,56.45,1,0,Bioinformatics,"R, SQL, Data Analysis, Excel",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01028,2016,CE,8.3,100.0,83.88,4,0,Robotics,"Excel, Project Management",Placed,ABB,core,Core Engineering,12.7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016,placed,tier_2
S16_01029,2016,BT,6.2,81.85,73.58,0,0,Data Analysis,"Data Analysis, Excel, R",Placed,Infosys,service,Tech,3.97,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01030,2016,CSE,6.26,69.86,65.92,1,0,Cybersecurity,"SQL, C++, React, Java, TensorFlow",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S16_01031,2016,ECE,7.69,87.42,77.07,1,0,Hardware & VLSI,"VHDL, IoT, Embedded Systems",Placed,Cisco,product,Tech,16.56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01032,2016,CE,4.96,75.14,59.12,0,0,Structural Engineering,"Project Management, Revit, STAAD Pro, Civil 3D, Excel",Higher Studies,,,,0.0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,,higher_studies,
S16_01033,2016,CSE,6.9,83.47,71.68,3,0,Blockchain,"Docker, Node.js",Placed,Accenture,consulting,Consulting,8.52,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_3
S16_01034,2016,ECE,7.38,84.15,74.07,1,0,Robotics,"MATLAB, SQL",Placed,Cisco,product,Tech,13.74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01035,2016,CSE,7.98,81.52,75.18,1,0,Mobile Apps,"React, TensorFlow, SQL, Docker",Placed,VMware,product,Tech,15.51,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2016,placed,tier_2
S16_01036,2016,IT,8.62,82.23,88.04,1,1,Blockchain,"JavaScript, React, Node.js, Docker",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S16_01037,2016,CE,7.45,78.67,75.09,0,0,Robotics,"Civil 3D, Excel",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01038,2016,ECE,6.24,82.6,66.85,0,0,Hardware & VLSI,"VHDL, SQL",Unplaced,,,,0.0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,,unplaced,
S16_01039,2016,CSE,8.65,89.29,76.38,2,0,Data Science,"React, TensorFlow, Node.js, SQL, Python",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,unplaced,
S16_01040,2016,CSE,7.2,82.61,74.12,1,0,Data Science,"Docker, Python",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01041,2016,EE,6.95,74.96,66.6,2,0,Power Systems,"Python, Power Systems, Excel, IoT, AutoCAD",Placed,Honeywell,core,Core Engineering,7.51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01042,2016,IT,7.01,80.08,66.42,1,0,Blockchain,"JavaScript, Python",Placed,Intel,product,Tech,21.21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_2
S16_01043,2016,CSE,6.56,80.43,61.34,2,0,Blockchain,"SQL, Node.js, Java",Placed,Capgemini,service,Tech,4.04,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016,placed,tier_3
S16_01044,2016,CSE,5.68,70.72,52.36,1,0,Cloud Computing,"Java, Python, C++",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01045,2016,BT,6.91,72.19,64.27,1,0,Biotech Research,"SQL, Tableau, Python",Placed,Ola,startup,Tech,7.06,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2016,placed,tier_3
S16_01046,2016,EE,6.3,73.75,59.43,1,0,Power Systems,"AutoCAD, IoT, Excel, MATLAB, Python",Placed,PwC,consulting,Consulting,7.85,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01047,2016,ECE,6.71,72.9,60.54,1,0,Hardware & VLSI,"Python, Embedded Systems, SQL, C++",Placed,Infosys,service,Tech,4.28,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016,placed,tier_3
S16_01048,2016,ECE,6.31,78.7,64.63,0,0,IoT,"VHDL, SQL, Embedded Systems, IoT",Placed,Tech Mahindra,service,Tech,5.4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01049,2016,ECE,6.24,71.77,53.88,1,0,IoT,"Embedded Systems, Python, MATLAB",Placed,Infosys,service,Tech,4.56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01050,2016,CSE,6.37,73.86,64.38,3,0,Machine Learning,"AWS, Docker, TensorFlow, Java",Placed,Infosys,service,Tech,4.9,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2016,placed,tier_3
S16_01051,2016,IT,7.86,82.77,73.61,1,0,Web Development,"AWS, Node.js",Placed,Samsung,product,Tech,13.51,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2016,placed,tier_2
S16_01052,2016,EE,5.87,69.66,62.52,1,0,Signal Processing,"Power Systems, AutoCAD, Python, C++, MATLAB",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01053,2016,IT,7.53,81.69,73.61,1,0,Cloud Computing,"Java, Docker",Placed,Cisco,product,Tech,14.44,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01054,2016,IT,6.68,67.39,68.02,2,0,Blockchain,"AWS, React",Placed,HCL,service,Tech,4.43,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01055,2016,ME,7.15,83.69,72.99,1,0,Robotics,"Project Management, Ansys, Excel, AutoCAD, Python",Placed,ABB,core,Core Engineering,11.54,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_2
S16_01056,2016,CE,8.06,81.92,80.51,0,0,Robotics,"Civil 3D, Excel",Placed,Honeywell,core,Core Engineering,7.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01057,2016,CSE,5.91,65.14,60.61,0,0,Web Development,"AWS, Docker, SQL, Python, Node.js",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01058,2016,CSE,5.98,79.84,60.62,1,0,Cybersecurity,"C++, SQL",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01059,2016,IT,5.41,69.25,58.86,1,0,Machine Learning,"JavaScript, Docker",Placed,Salesforce,product,Tech,14.95,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2016,placed,tier_2
S16_01060,2016,BT,8.23,89.77,74.85,1,0,Data Analysis,"Excel, Python",Placed,Swiggy,startup,Tech,11.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_2
S16_01061,2016,CSE,8.29,84.97,75.57,2,0,Machine Learning,"SQL, React, Docker, C++, Java",Placed,PhonePe,startup,Tech,9.3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01062,2016,IT,6.39,79.29,69.95,2,0,Web Development,"Node.js, SQL, JavaScript, Java, Python",Placed,VMware,product,Tech,13.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01063,2016,CE,6.48,70.42,64.58,0,0,Robotics,"Excel, Civil 3D, AutoCAD, Project Management",Placed,Paytm,startup,Tech,10.11,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_3
S16_01064,2016,BT,6.08,77.9,63.27,0,0,Bioinformatics,"SQL, Excel, Python, Data Analysis, R",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01065,2016,ME,8.09,87.98,79.36,2,0,AutoCAD Design,"Python, Project Management",Placed,GE,core,Core Engineering,8.23,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01066,2016,EE,6.56,75.03,65.54,2,0,Signal Processing,"Excel, AutoCAD, IoT",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01067,2016,BT,5.53,81.95,73.16,0,0,Clinical Analytics,"Excel, Python",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01068,2016,EE,6.4,64.42,59.78,1,0,IoT,"AutoCAD, Python, Power Systems, IoT, MATLAB",Unplaced,,,,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01069,2016,CE,6.16,75.4,63.05,2,0,Structural Engineering,"Project Management, Civil 3D",Unplaced,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,entrepreneurship,
S16_01070,2016,CE,5.96,75.5,60.7,1,0,AutoCAD Design,"Civil 3D, STAAD Pro, Project Management, AutoCAD, Revit",Placed,Accenture,consulting,Consulting,8.59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01071,2016,CSE,6.51,79.33,61.41,0,0,Cybersecurity,"Node.js, TensorFlow, AWS, Python, Java",Placed,Cisco,product,Tech,13.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2016,placed,tier_2
S16_01072,2016,BT,6.04,73.47,69.13,2,0,Data Analysis,"Excel, Bioinformatics, R",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S16_01073,2016,ECE,4.82,74.18,60.43,1,0,Power Systems,"C++, SQL",Unplaced,,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unplaced,
S16_01074,2016,ECE,7.84,85.37,77.57,1,0,Hardware & VLSI,"IoT, Python, VHDL",Placed,Flipkart,startup,Tech,13.22,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01075,2016,ME,7.14,83.27,71.1,1,0,Project Management,"AutoCAD, Excel",Placed,Siemens,core,Core Engineering,6.27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_2
S16_01076,2016,EE,6.86,80.94,68.19,1,0,Hardware & VLSI,"AutoCAD, Python",Placed,Ola,startup,Tech,14.67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01077,2016,CE,7.66,84.89,86.66,2,0,Robotics,"Civil 3D, AutoCAD",Unplaced,,,,0.0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,,unplaced,
S16_01078,2016,CSE,6.59,71.85,67.21,1,0,Cybersecurity,"Java, AWS, Python",Placed,Accenture,consulting,Consulting,9.98,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01079,2016,ME,9.66,97.96,86.09,0,0,Project Management,"Solidworks, MATLAB, AutoCAD",Placed,Microsoft,product,Tech,27.35,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_1
S16_01080,2016,IT,5.56,64.4,66.25,0,0,Data Science,"JavaScript, SQL, Java, AWS, React",Placed,Meesho,startup,Tech,14.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2016,placed,tier_3
S16_01081,2016,BT,10.0,90.49,89.54,4,2,Bioinformatics,"Excel, R",Higher Studies,,,,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,higher_studies,
S16_01082,2016,IT,7.51,93.75,75.92,2,0,Mobile Apps,"Python, Docker",Unplaced,,,,0.0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,,unplaced,
S16_01083,2016,EE,7.26,91.02,81.2,2,0,Power Systems,"Power Systems, Excel",Placed,ABB,core,Core Engineering,7.28,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,2016,placed,tier_2
